ProteinIDs,ACY-738_FUS_plusplus1,ACY-738_FUS_plusplus2,ACY-738_FUS_plusplus3,FUSplusplus_vehicle4,FUSplusplus_vehicle5,FUSplusplus_vehicle6,FUSminusminus_vehicle7,FUSminusminus_vehicle8,FUSminusminus_vehicle9
Q64332,32.3,32.0977,32.1565,32.4168,32.3654,32.0671,32.3156,32.1177,32.2607
Q64337,26.1324,26.0653,25.9342,26.518,26.3275,26.3053,26.3369,26.062,26.029
Q64339,23.0876,24.4714,22.2604,24.04,25.6018,25.3699,25.6126,26.9172,26.5
Q64345,23.6552,23.7975,24.1804,25.6905,25.7185,27.3515,27.6966,29.3145,29.9177
Q64378,24.4578,24.4757,24.5212,24.9263,24.6671,24.6779,26.0272,26.1427,26.2218
Q64433,31.3995,31.3076,31.2887,31.4717,31.0332,31.1357,31.5235,31.2171,31.1623
Q64442,28.0325,28.117,27.8902,28.1587,28.2139,28.0541,28.0956,27.9282,27.9903
Q64449,23.9502,24.3863,24.4854,24.3284,26.0437,24.6375,25.7603,24.1908,24.3657
Q64471,27.2331,27.4377,27.6713,27.3876,28.3985,28.3109,27.685,28.3914,27.5616
Q64487,28.697,28.2398,28.6219,28.592,28.4784,28.0895,27.8361,27.3163,27.4226
Q64511;Q01320,25.7971,25.9569,25.8685,26.0984,26.3776,26.2088,25.9368,26.4282,26.3065
Q64514,29.818,29.8422,29.8313,29.6799,29.7185,29.7912,29.8622,29.7178,29.9025
Q64516;Q9WU65,29.9361,29.7928,29.9724,29.9471,29.8511,29.6666,29.7377,29.8387,29.6111
Q64519,22.3519,24.9141,24.7203,25.149,25.3224,23.4148,24.9627,24.7104,24.5242
Q64520,27.9052,27.5928,27.8298,27.5603,27.5337,27.2913,27.4285,27.4821,27.569
Q64521,32.195,31.9199,32.0893,32.1576,32.0211,31.8545,31.656,31.876,31.9904
Q64523;Q6GSS7,33.1584,33.5496,33.0455,33.3662,32.9687,33.2982,34.4132,33.1203,33.124
Q64669,27.1839,27.4007,27.0989,27.6212,27.6676,27.4836,28.3093,28.0412,27.6477
Q64674,29.0241,28.9885,29.024,28.8422,29.192,29.024,28.5942,28.8703,28.8316
Q64676,29.9708,29.6051,29.9505,29.6892,29.7092,29.9306,28.498,27.5897,27.1052
Q64727,30.9348,31.2593,31.0465,31.3918,31.696,31.5962,31.7451,31.7807,31.5967
Q64735,25.3275,25.6607,25.1305,25.7761,24.8768,25.2375,24.5941,25.357,25.2053
Q64737,28.9143,29.0315,29.0327,28.9942,29.0987,28.6995,29.0009,29.0739,29.1209
Q65CL1,29.3513,29.3929,29.2927,29.7792,29.5734,29.5389,29.6907,29.4791,29.5813
Q66GT5,27.5646,27.4188,27.0406,27.6212,27.2611,27.476,26.9222,27.1561,27.2466
Q68ED2,24.6557,25.1935,24.7809,26.0332,25.3219,23.0946,22.5741,24.8781,24.9588
Q68FD5,35.5637,35.3189,35.4071,35.382,35.2998,35.2118,35.1447,35.3245,35.4498
Q68FF6,29.0346,28.6933,28.7521,28.7548,28.9088,28.6753,28.9473,28.8274,28.8684
Q68FH0,28.2901,28.0063,28.466,28.2462,28.3832,28.3577,28.2795,28.3694,28.4401
Q68FL4,29.6874,29.3191,29.4199,29.8044,29.659,29.4051,29.4438,29.6109,29.5051
Q68FL6,27.8614,28.0187,27.9195,27.6977,27.9148,28.0158,27.8799,27.6546,28.205
Q69Z98,27.7728,27.9014,27.9063,27.9169,27.4891,27.2855,27.5382,27.1538,27.1868
Q69Z99,23.5609,25.1221,25.1476,25.1743,24.9531,25.0062,24.4595,24.0917,25.4409
Q69ZF3,25.1367,25.5922,25.8862,23.4015,25.1208,24.7257,24.3497,25.5028,26.3191
Q69ZK0,25.7804,25.7506,25.548,26.3269,26.1056,25.5012,25.7606,25.9728,25.2206
Q69ZK9,27.952,28.0695,28.188,27.967,27.5048,27.673,27.8909,27.9885,27.8678
Q69ZP3,26.7375,26.7576,26.5517,26.8815,24.1706,26.379,24.0855,26.7218,26.4088
Q69ZR2,27.0212,26.8934,26.9127,27.387,26.9536,26.9567,27.065,26.8125,26.5624
Q69ZS6,28.6849,28.3356,28.5589,28.5519,28.0999,28.3905,28.5037,28.1791,28.464
Q69ZS8,25.9577,25.8466,26.0459,26.3071,25.4573,26.0795,23.3812,26.0217,25.8511
Q69ZW3,24.8032,24.8357,25.4156,25.0921,24.752,25.2876,24.4926,24.6718,24.5163
Q6A009,25.79,25.6451,25.3482,26.1746,25.9308,26.2108,26.0057,25.9947,25.7568
Q6A028,24.1933,24.5133,24.4467,25.4435,24.5322,24.2451,23.9592,24.2309,24.9069
Q6A058,24.5965,22.6563,24.4658,24.5368,24.426,24.695,25.4973,26.1213,26.2103
Q6A065,27.2333,27.151,27.0875,27.4514,26.8742,27.0944,27.0754,26.7842,27.0535
Q6A068,25.8901,25.5142,25.5491,26.2228,26.1663,25.9544,25.7414,25.8862,26.3341
Q6A078,23.4638,26.7638,24.5319,26.8435,27.073,26.5983,24.347,27.0109,26.6598
Q6A0A9,26.3568,26.416,26.6777,27.038,26.6141,26.6031,27.4143,26.6012,26.2467
Q6A4J8,27.7106,27.7349,27.9502,27.8842,27.8699,27.7253,27.869,27.8622,27.9493
Q6DFW4,27.715,27.6727,27.3206,27.6662,27.599,27.6302,27.7565,27.7754,27.6986
Q6DIC0;Q3TKT4,25.2612,25.275,25.0954,25.4443,25.1746,24.9941,24.4952,25.3462,25.0936
Q6EDY6,26.0554,26.1812,26.3877,26.288,26.6722,26.4318,26.7406,26.2108,26.6214
Q6GQS1,25.9353,25.7797,26.0695,25.6723,26.2482,26.1104,26.2607,25.6454,25.5673
Q6GQT1,24.5635,26.1772,25.6649,28.1705,27.9702,28.1996,27.9949,28.4619,27.7921
Q6GQT9,27.6194,27.5382,27.5464,27.6296,27.7823,27.6202,27.7118,27.8456,27.922
Q6GU68,24.3337,25.6727,25.17,25.2042,25.6629,25.8492,25.8362,25.4272,25.2983
Q6GV12,25.5217,25.6563,25.8279,25.6757,25.7117,25.875,25.8125,25.9031,26.106
Q6GYP7,25.5163,25.8387,26.3114,25.3818,26.039,26.1953,25.9096,25.6996,26.06
Q6I6G8,24.758,24.1204,24.153,24.1939,23.5261,23.9793,24.354,23.8048,24.2799
Q6IR34,27.4288,27.1681,27.2678,27.0169,27.3274,26.9834,27.7388,27.2632,27.7898
Q6IRU2,28.7664,29.207,28.9754,29.6945,29.8286,29.617,29.8425,29.7004,29.381
Q6IRU5,30.2414,30.0132,29.8988,30.3472,29.8297,29.8216,30.6141,30.0621,30.0397
Q6KAR6,26.3884,26.5919,26.562,25.8983,26.249,26.6898,26.9509,26.9024,26.8195
Q6KAU4,24.7021,24.3994,24.3005,23.7572,23.7336,24.0555,25.0779,24.1366,24.5693
Q6NS60,24.0369,23.9851,23.7876,24.4382,23.9734,23.5559,23.7748,23.6321,23.9471
Q6NS82,25.4019,25.4094,25.2935,25.1469,25.2906,25.0324,25.1457,24.6837,25.0195
Q6NVE8,25.5152,24.7744,25.256,24.4191,24.6488,25.1259,24.5997,25.2042,25.4607
Q6NVE9,26.4644,26.3382,26.605,25.7561,26.2354,25.9426,26.0096,26.173,26.5263
Q6NVF0,24.9283,25.3315,25.3173,25.3221,24.2914,24.8542,24.0291,24.5979,25.0329
Q6NVF9,26.3972,26.4029,25.6572,26.3764,25.8868,25.6099,25.937,25.9198,25.9163
Q6NVG1,26.2988,26.0238,26.0739,25.6015,25.5253,25.7323,24.9485,24.5345,24.674
Q6NXK7,28.4851,28.0759,27.9356,28.1711,28.2254,27.9756,28.2031,27.7797,27.8709
Q6NZB0,25.5261,25.3007,25.5071,26.1366,25.7806,25.4495,26.4575,25.7445,25.5826
Q6NZC7,26.3462,25.9729,26.2184,26.2401,26.3431,26.6102,26.1572,26.7643,26.6553
Q6NZJ6,29.0711,29.0378,29.1604,29.1126,29.2097,29.0477,28.9898,28.9538,28.9154
Q6NZK8,24.8374,24.659,24.6587,24.3454,24.8008,25.0354,24.0959,24.9821,25.3307
Q6NZL0;REV__Q9CWY8,29.0238,28.962,28.9565,29.2906,28.6153,28.7075,29.4009,28.9495,28.5965
Q6P069,29.4589,29.5859,29.5064,29.4623,29.497,29.61,29.384,29.6018,29.5258
Q6P1B1;E9Q286,28.3756,28.1746,28.1074,28.4396,28.4268,28.2385,28.3899,28.6385,28.5609
Q6P1F6,30.1032,29.9183,29.9379,30.2465,30.0691,30.0024,29.6888,29.9271,29.8287
Q6P2B1,27.524,27.2478,27.4692,27.5186,27.7716,27.3976,27.2425,27.2337,27.5451
Q6P3A8,26.456,23.7289,26.2481,27.3654,26.734,26.5556,26.0107,26.3964,26.9442
Q6P4S6,28.9519,28.6168,28.7247,29.0592,28.9995,28.6474,28.8151,28.8031,28.8608
Q6P4T2,28.7338,28.6543,28.6138,28.899,29.1953,28.6837,28.8787,28.8497,29.0353
Q6P542,24.7287,24.5984,24.6312,24.3429,23.8074,24.4329,23.1757,23.6775,23.1197
Q6P5E4,28.5684,28.5509,28.6782,28.5322,28.7139,28.6906,28.5189,28.5525,28.6021
Q6P5E8,25.9873,25.76,25.7187,26.0272,26.1081,25.9615,25.933,25.6506,25.5487
Q6P5F6,26.8616,26.6137,26.0903,26.5243,27.0785,26.7774,26.6709,26.1024,26.404
Q6P5F7,23.0743,24.0586,25.3345,23.8767,25.2165,23.2663,25.4856,25.2454,25.9131
Q6P5F9,29.7406,29.252,29.5578,29.492,29.5742,29.6283,29.6003,29.5005,29.5486
Q6P5H2,26.0202,27.5235,26.6248,28.087,28.5756,28.5292,28.3305,28.3772,28.4337
Q6P8X1,26.7286,26.6894,26.6235,26.8045,26.9039,26.5617,26.883,26.7797,26.712
Q6P9J5,28.1982,28.4983,28.1657,28.123,28.0712,28.3413,28.6788,28.4253,27.9164
Q6P9J9,24.1112,23.8881,24.0674,24.0303,24.4829,24.9555,23.9803,24.6511,25.2404
Q6P9K8,30.3153,30.0852,30.0373,30.1718,29.9098,29.9556,30.0802,29.7942,30.093
Q6P9K9;Q8C985,28.3573,28.4901,28.2548,28.7328,28.1409,28.0073,28.2713,28.1333,28.2954
Q6P9Q6,26.4816,26.2853,26.3565,26.7498,26.005,26.2699,25.703,26.3965,26.3148
Q6P9R2,26.6717,26.6568,26.6146,26.5894,26.5677,26.7187,26.2459,26.4415,26.3906
Q6P9S0,26.1771,26.0317,26.1242,26.308,26.3873,26.1537,25.9778,26.4084,26.3323
Q6PA06,27.5538,27.4708,27.4606,27.2932,27.3837,27.377,27.4067,27.5587,27.5294
Q6PAJ1,24.6153,24.222,24.1286,24.7989,24.3855,24.4839,21.9811,24.4502,24.1583
Q6PAV2,23.7685,24.0806,23.0658,24.1196,24.6024,24.696,23.8266,24.2948,24.374
Q6PB44,27.1907,27.0626,26.8138,27.3484,27.124,26.7501,26.9363,27.0897,27.059
Q6PB66,30.7086,30.504,30.6675,30.5411,30.6299,30.4192,30.217,30.2563,30.2135
Q6PCP5,29.2484,29.2092,29.2903,29.3472,29.5782,29.1566,28.618,28.8588,29.001
Q6PD19,25.5154,25.2175,25.0865,25.5056,25.3547,25.2548,25.159,25.2358,25.6016
Q6PD24,25.994,26.1453,25.9401,26.4197,25.84,26.0909,25.7696,25.6721,25.4402
Q6PD26,27.8151,27.6146,27.5137,27.5714,27.8815,27.4998,27.1979,27.1681,27.3591
Q6PD28,26.3381,26.6525,26.2173,26.1559,26.488,26.378,26.1578,26.2355,26.0908
Q6PDG5;P97496,27.1027,26.7418,27.0464,26.8723,27.2942,27.1937,27.2171,27.4188,27.4826
Q6PDH0,24.5574,24.5849,24.6966,25.1262,24.5105,24.5525,23.8936,24.5299,24.7111
Q6PDI5,28.1223,28.1928,28.1443,27.8258,28.1339,28.1205,27.6351,28.0596,28.2545
Q6PDL0,30.1868,30.0951,30.1517,30.3056,30.0406,30.0758,29.8152,29.9756,29.8569
Q6PDM2,29.1769,28.9255,29.1775,29.4113,29.4632,29.3592,29.2944,29.3432,29.3799
Q6PDN3,23.5859,25.8383,25.9251,25.5166,25.8762,25.9478,25.8507,25.8421,25.8134
Q6PDQ2;A2A8L1,28.1432,28.3059,28.1016,28.5174,28.6895,28.6858,27.9052,28.4014,28.1532
Q6PDY2,26.6095,26.7309,26.5215,26.974,26.5231,26.3315,26.3711,26.4547,26.6822
Q6PE01,26.0267,25.5729,26.1696,25.8087,27.3929,25.9668,26.2512,25.9916,26.964
Q6PE15,28.1308,27.4233,27.9874,27.9713,27.3535,28.0567,28.0047,27.8924,27.6514
Q6PEB6,26.2836,26.5524,26.4416,26.9636,26.6923,26.8525,28.3814,26.8299,26.7166
Q6PER3,30.9178,30.6981,30.8773,30.9435,30.6843,30.4957,30.9002,30.5225,30.5646
Q6PF93,26.1115,25.7462,25.7755,26.1016,26.2198,25.7515,25.9783,25.8351,25.7863
Q6PFX8,26.8066,26.5109,26.7445,26.6081,25.5634,26.2778,26.3815,25.0307,25.6287
Q6PGB6,24.7097,25.2033,24.3599,25.5663,24.6687,25.1312,25.7729,24.6344,25.1239
Q6PGC1,23.8486,24.2635,24.223,22.8461,23.8418,24.6641,24.4989,21.8861,23.821
Q6PGF7,27.5111,27.7138,27.5096,27.8528,27.5649,27.5996,28.3624,27.6828,27.4723
Q6PGH2,25.9323,26.2868,26.4421,26.0006,25.9583,26.1828,26.3836,25.8414,25.9661
Q6PGL7,27.1536,26.669,26.4485,26.3468,27.054,26.9399,25.9781,26.5388,27.2022
Q6PGN3,28.0897,28.0106,28.042,28.0613,27.8841,27.7493,27.5189,27.8692,27.9687
Q6PH08,27.3463,27.153,27.3584,27.5717,26.9895,27.2077,27.4135,27.2314,26.984
Q6PHN9,28.0236,27.9221,27.7587,28.0169,27.9448,27.6759,27.605,27.7331,28.1025
Q6PHS9,27.7182,27.7865,27.4912,27.8847,27.3765,27.5071,27.8877,27.4039,27.316
Q6PHU5,26.0027,25.6304,26.3423,25.9381,25.7924,25.2905,26.1622,25.3319,23.7476
Q6PHZ2,30.3661,30.5379,30.2981,30.6984,30.703,30.3378,30.7208,30.3596,30.6163
Q6PIC6,35.5306,35.4078,35.4113,35.4489,35.3323,35.1532,35.1389,35.2473,35.3618
Q6PIE5,36.2314,36.1055,36.1012,36.2171,35.9861,35.8931,35.8657,36.0315,36.0746
Q6PNC0,28.5876,28.6457,28.3421,28.616,28.3506,28.6265,28.7319,28.2552,28.3638
Q6Q477,28.9505,28.9394,28.8791,29.1251,29.1685,29.1721,29.4916,29.1053,29.0896
Q6QI06,25.7929,25.5395,25.6896,25.3595,25.6558,25.7116,25.2964,25.4534,25.9263
Q6R0H7;P63094,31.1295,30.9106,30.9477,31.0462,30.8334,30.9971,31.1011,31.0359,31.036
Q6R891,28.1065,28.184,27.8545,28.3262,27.9439,28.2385,28.3657,28.3305,28.2047
Q6RHR9,27.4063,27.4787,27.3361,27.6548,26.9269,27.0288,27.5662,27.1667,27.3623
Q6RI63,24.1753,24.2994,23.7429,23.9207,23.7585,24.0132,24.268,24.1465,23.7528
Q6URW6,30.5802,30.5735,30.4987,30.3326,30.5576,30.313,30.1804,30.1248,30.1365
Q6VNB8,26.6466,26.6078,26.2581,26.7567,26.3571,26.5663,26.5759,26.4973,26.4351
Q6W8Q3,28.5845,28.341,28.1032,28.4441,28.0795,28.0942,24.9391,28.3786,28.5973
Q6WKZ8,24.3573,22.9225,24.3031,24.3508,24.1558,24.548,23.9887,24.1197,24.0059
Q6WVG3,27.7841,27.6963,27.4793,28.1192,28.1698,28.0796,28.2464,27.8787,27.8873
Q6X893,30.2943,30.1074,30.0038,30.4349,30.0503,30.0903,30.1204,29.9422,29.8792
Q6Y685,25.6023,25.6825,25.6851,25.5513,25.5809,25.6002,25.1018,25.7869,25.6517
Q6ZPE2,28.2262,28.0273,27.8854,28.0978,27.9713,28.0768,28.1483,27.8959,28.3092
Q6ZPJ0,24.0215,23.8235,23.9387,24.3484,24.0994,23.9241,23.817,23.9764,23.8077
Q6ZPJ3,30.2171,30.1411,30.1106,29.9873,29.8014,29.8845,29.8146,29.8598,29.9716
Q6ZPQ6,25.1254,22.7057,24.5306,25.3712,25.225,25.3671,25.8264,25.3019,25.38
Q6ZPU9,27.8566,27.8485,27.929,27.7056,27.5253,28.1119,27.7565,27.5402,27.5432
Q6ZQ08,25.1083,25.4832,25.0626,25.1533,25.3583,25.0935,24.6998,25.2291,24.6535
Q6ZQ18,26.6053,26.7877,26.4396,25.678,25.9567,26.5331,23.8417,26.3704,26.365
Q6ZQ38;Q6ZQ73,32.6754,32.5365,32.6158,32.5788,32.5165,32.5139,32.3101,32.4592,32.4398
Q6ZQ58,26.3757,26.5556,26.3473,26.5395,26.655,26.408,26.7615,26.6199,26.6355
Q6ZQB6,25.5347,24.9131,25.3001,25.1212,25.1062,25.1603,25.1599,25.2331,25.3957
Q6ZQI3,28.1778,28.2907,28.2358,28.2434,28.6532,28.293,28.036,28.3367,28.2429
Q6ZWM4,25.7303,25.8243,25.6939,25.9977,26.0948,26.017,25.3882,26.0644,26.0879
Q6ZWN5,29.6112,29.7673,29.7393,29.8611,29.7902,29.8655,30.2369,29.6798,29.6023
Q6ZWR6,29.0716,28.9511,28.9803,29.0091,28.8705,29.0061,28.8664,28.903,29.3904
Q6ZWU9;Q6ZWY3,27.7175,27.354,27.3612,27.8611,27.4334,27.5431,28.0493,27.901,27.6122
Q6ZWV3;P86048,30.1095,29.9809,30.0137,29.9321,29.8915,30.1176,29.9881,30.0647,30.1787
Q6ZWV7,27.6002,29.0003,28.1677,28.9029,28.2096,28.5523,28.6189,28.2464,27.9308
Q6ZWX6,28.9094,28.9809,28.934,29.0288,29.1132,29.0704,29.1438,29.0795,29.1657
Q6ZWZ2,25.2852,22.3793,25.1381,25.7796,25.2248,25.1055,25.1307,23.8317,22.8179
Q70IV5,28.4895,28.8915,28.5134,29.0892,28.8271,28.7541,29.2122,29.0742,28.899
Q71LX4,31.0842,30.898,30.8967,30.9871,31.045,30.9656,30.8817,30.8873,31.0387
Q71RI9,26.4409,26.4297,26.5914,26.1625,26.7626,26.3252,26.9002,26.6893,26.4887
Q761V0,30.4128,30.1646,30.2712,30.2829,30.2653,30.1624,30.286,30.2839,30.3232
Q76LS9,26.2203,26.2907,25.7644,26.5769,25.7123,25.9308,26.2789,26.2548,26.1006
Q76MZ3,32.9105,32.6437,32.8338,32.9045,32.902,32.7567,32.7626,32.6371,32.6672
Q78IK2,28.1475,27.9858,27.7636,28.0097,28.1802,27.754,27.4203,27.7425,27.9229
Q78IK4,27.5976,27.5098,27.5475,27.7858,27.6081,27.5634,27.4139,27.4727,27.4635
Q78J03,26.0517,25.9393,26.1601,25.5691,25.7639,25.878,25.7593,25.919,25.9651
Q78JW9,25.7447,25.7345,25.7223,26.0064,24.462,24.6648,25.15,24.7091,23.5363
Q78PG9,25.0165,25.1002,25.3589,25.4239,24.7066,25.3626,25.1731,25.2629,24.7621
Q78PY7,29.7361,29.6135,29.588,29.767,29.9666,29.8917,29.5717,29.709,29.9127
Q78YZ6,27.5898,27.6713,27.2522,27.4032,27.4506,26.9002,26.6451,26.975,26.9763
Q78ZA7,29.3372,29.2812,29.5154,29.169,29.2378,29.2141,29.054,29.1726,29.162
Q791T5,28.8042,28.7828,28.7034,28.8683,28.556,28.7496,28.4255,28.7341,28.6304
Q791V5,30.6203,30.4679,30.6679,30.4784,30.5788,30.5844,30.7877,30.4807,30.5995
Q7M6Y3,28.8234,29.2299,29.0982,29.0969,29.1935,29.3633,28.9113,28.9291,29.1128
Q7M729,26.2928,25.9554,26.0668,26.1013,26.1781,25.8668,26.6171,26.1634,25.9882
Q7M750,27.6759,27.6594,27.7537,27.7439,27.4468,27.4244,27.4903,27.1373,27.2886
Q7M759,23.2111,23.6554,25.7486,25.6248,23.7879,23.8032,25.4542,25.9273,25.6181
Q7SIG6,26.7629,26.3565,26.2557,26.497,26.854,26.6374,26.3777,26.7796,26.3946
Q7TMB8,30.3303,30.2016,30.3141,30.5461,30.4538,30.487,30.1991,30.3456,30.2262
Q7TMF3,30.776,30.4863,30.6729,30.6795,30.5649,30.424,30.6275,30.4161,30.6077
Q7TMK9,29.0049,29.1661,29.1981,29.3547,29.3909,29.3381,29.1067,29.2727,29.2135
Q7TMQ7,23.8112,23.1003,23.8781,22.827,23.8533,23.8633,24.3462,24.1006,24.0417
Q7TMS5,25.0037,24.7352,24.8291,25.2519,25.0336,25.3824,25.0069,25.3471,25.4813
Q7TMY8,28.7905,28.5603,28.5453,28.8283,28.7125,28.7479,28.8189,28.7113,28.8478
Q7TN29,26.661,26.7563,27.0992,26.9406,26.9537,26.7278,26.5655,26.4467,26.3919
Q7TN79;O55074,28.0919,28.824,27.6283,28.686,27.9218,27.7433,28.4017,28.0627,27.9855
Q7TN99;Q812E0;Q7TN98,26.1683,26.2019,26.1294,25.313,25.8919,25.4017,25.4802,25.5333,25.5233
Q7TNC4,25.9973,26.0826,25.5384,26.3034,26.434,26.1812,26.1499,26.1488,26.3931
Q7TNG5,29.3395,29.6292,29.3439,29.4226,29.3179,29.467,29.8327,29.7076,29.6287
Q7TNP2,24.6507,24.3504,24.2158,25.091,25.2237,24.769,24.1273,24.3485,24.4269
Q7TNS2,27.8129,27.6944,27.6175,27.3125,27.1728,27.1217,27.0679,27.4183,27.5042
Q7TNV0,25.8402,25.5406,25.678,25.7092,25.5791,26.0247,25.9366,25.8334,25.747
Q7TNV1,25.6662,25.2168,25.5126,25.7427,23.946,25.3064,25.7741,25.1386,24.6209
Q7TPH6,24.1115,23.6577,24.5686,23.9697,24.4784,24.0148,24.2313,22.7015,23.9642
Q7TPM6,27.7173,27.2951,27.3659,27.2133,26.911,27.2925,26.9096,27.056,27.3578
Q7TPR4,30.2192,30.1067,30.1185,30.2741,30.7999,30.5241,30.3295,30.5906,30.4096
Q7TPV4,25.5457,25.5473,25.8591,26.1606,26.1205,26.1322,26.1541,25.9738,25.751
Q7TQ95,26.4244,26.0577,26.492,25.5493,25.205,25.7858,25.8978,25.5466,25.4656
Q7TQD2,31.677,31.4519,31.6156,31.7689,31.5645,31.3911,31.2062,31.076,31.4077
Q7TQF7,30.661,30.4369,30.481,30.1125,30.1715,30.1759,30.172,30.184,30.228
Q7TQH0,25.9092,26.2745,25.9432,26.401,25.8176,26.1939,26.9777,26.4397,26.3934
Q7TQI3,31.5798,31.3095,31.3437,31.3539,31.2185,31.3703,31.4619,31.5047,31.5758
Q7TQK5,22.7844,22.977,22.9396,23.7097,23.0741,23.0265,23.1605,23.3668,23.0974
Q7TSE6,25.473,25.7807,25.9733,25.9235,26.0792,25.6409,25.3555,25.7069,25.6956
Q7TSH2,26.4634,26.0695,26.6636,26.6005,26.4643,26.0913,26.4373,26.6625,26.4474
Q7TSI3,25.7731,25.2824,25.5357,25.7116,25.6264,25.7886,25.132,25.4196,25.296
Q7TSJ2,32.4056,32.2236,32.2344,32.4796,32.0875,32.0328,32.3112,32.2677,32.3781
Q7TSQ8,28.3325,28.2531,28.2904,28.3946,28.2535,28.3752,28.1263,28.2726,28.3465
Q7TT37,26.7807,26.7777,26.5652,26.5891,27.1632,26.579,26.7831,26.6895,26.6925
Q7TT50,26.4275,26.6954,27.018,26.6328,27.0348,26.6779,26.7708,26.9781,26.7657
Q80SW1,32.0527,32.1269,32.0194,32.1567,32.0202,32.0655,32.1429,32.1158,31.9643
Q80SZ7,28.7369,28.8843,28.694,29.3127,28.7946,28.8848,29.397,29.0043,28.9125
Q80T41,24.5712,24.7374,24.3341,24.8836,24.41,24.4475,24.7704,24.5395,24.4953
Q80TB8,31.241,31.6446,31.2734,31.4177,31.2118,31.2253,31.1991,31.0593,31.0764
Q80TH2,25.6258,25.8035,25.9308,26.2822,26.4094,26.209,26.2623,26.0616,26.2363
Q80TJ1,32.5375,32.3144,32.4373,32.2218,32.1329,32.198,32.3197,32.2384,32.2785
Q80TL0,27.4639,26.9654,27.7095,26.6694,27.3192,26.9549,26.7915,27.1383,27.2558
Q80TL4,29.9618,29.3747,29.6626,29.5509,29.583,29.5319,29.8521,29.5516,29.6294
Q80TL7,26.7799,27.0172,27.0673,26.636,27.0622,27.0772,26.8329,26.9661,26.7873
Q80TM9,27.9554,28.3187,28.5871,28.3459,28.1225,28.243,28.0846,28.1165,28.4132
Q80TN5,25.0396,25.1665,25.0122,24.6148,24.7422,25.4172,24.7033,25.3855,24.6556
Q80TR1,26.8162,26.6037,26.9392,26.1877,26.1463,26.1829,26.3376,26.1318,25.7934
Q80TS3,26.0449,24.7212,25.4589,25.4627,25.3039,25.7749,25.5035,25.6433,25.577
Q80TT2,26.4867,25.3502,26.3188,25.4435,25.5193,26.1236,24.6008,24.8957,23.6852
Q80TV8,29.01,28.9031,28.924,29.1192,28.917,28.8665,28.733,28.633,28.7001
Q80TY0,28.3713,28.1739,28.2033,28.4096,28.2101,28.0141,28.0842,27.7146,28.0802
Q80TZ3,30.1463,29.9174,29.9609,29.8963,29.8913,29.8234,29.6743,29.6442,29.78
Q80U19,27.4256,26.8978,27.1533,26.796,27.16,26.6644,26.7621,26.772,27.349
Q80U23;Q8BHS8,28.9642,28.5357,28.6445,28.776,28.4639,28.1947,28.3952,28.4014,28.4327
Q80U28,27.9033,27.2983,27.2695,27.4342,27.5606,27.4291,26.9338,27.5236,27.7013
Q80U49,26.6512,26.6861,26.4174,26.8457,26.6016,26.4557,26.9821,26.6096,26.4646
Q80U56,26.3527,24.5539,26.0803,26.2936,26.2051,26.4258,26.2347,26.3217,26.112
Q80U63,28.5201,28.1888,28.1875,28.2035,28.2369,28.4211,28.2598,28.0859,28.2041
Q80U87,27.1917,26.9563,27.0561,27.0152,27.0275,26.9038,27.3236,26.9783,26.8351
Q80U93,24.8724,22.8945,24.5974,24.7204,22.3829,24.6397,24.2521,25.0223,24.9214
Q80U95,26.0138,26.2923,26.231,25.267,26.2417,26.2643,25.8555,25.7906,25.6782
Q80UG2;P70208,28.3919,28.4299,28.3373,28.3495,28.272,28.0639,27.743,28.047,28.0976
Q80UG5,29.5994,29.603,29.5168,29.8162,29.7804,29.783,29.7039,29.7661,29.9802
Q80UJ7,28.3954,28.289,28.3464,28.458,28.2443,28.2897,28.2021,28.1882,27.9935
Q80UM3;Q9DBB4,26.4666,26.8116,26.846,26.4668,26.8605,26.5752,26.7699,26.0095,26.2999
Q80UM7,25.6367,25.0226,24.1256,25.9054,25.7806,25.734,23.2959,25.1464,25.4691
Q80UP8,26.299,25.6831,25.9292,26.1033,26.0283,25.8128,26.2938,26.0539,26.3859
Q80UU9,25.7061,25.9015,25.9314,25.6804,25.2147,25.905,26.5686,25.7478,25.3019
Q80UW2,30.8451,30.5198,30.6568,30.3131,30.5315,30.5483,30.4645,30.4557,30.8205
Q80UY2,25.7603,25.358,25.9352,25.872,25.803,25.6094,25.4804,24.9141,25.6624
Q80V26,25.6894,25.7044,25.4494,25.7964,25.5161,25.368,26.0078,25.5737,25.6595
Q80V42,28.5634,28.381,28.494,28.2438,28.4971,27.94,28.1717,28.3372,28.4308
Q80VD1,26.6906,26.5761,26.7912,26.9318,26.5503,27.2395,27.0053,26.7299,26.6256
Q80VI1,23.4174,23.1979,23.8126,23.0839,23.8059,25.3298,24.5698,24.1093,23.2746
Q80VL1,25.6979,25.7554,26.0044,25.4936,26.0262,26.2869,25.5783,25.6882,26.1156
Q80VP0,25.809,25.6433,26.0032,26.1947,25.6764,25.6744,26.0077,26.0176,25.8499
Q80VP1,27.7161,27.7826,27.8747,28.2786,27.9002,27.8131,27.7864,27.778,27.8336
Q80VQ0;J3QMK6;E9Q3E1,26.8615,26.9893,27.0533,26.134,26.68,27.0217,26.1566,27.2142,26.7452
Q80W04,25.571,24.5283,24.8531,25.0536,23.9603,24.7841,24.6382,24.2843,24.9088
