id,ACY-738_FUS_plusplus1,ACY-738_FUS_plusplus2,ACY-738_FUS_plusplus3,FUSplusplus_vehicle4,FUSplusplus_vehicle5,FUSplusplus_vehicle6,FUSminusminus_vehicle7,FUSminusminus_vehicle8,FUSminusminus_vehicle9
ENSMUSG00000064351,13.76354227,13.88779035,13.80670008,13.49909703,13.55147146,13.65136305,14.0904175,14.00533408,14.06987106
ENSMUSG00000041607,13.64752173,13.77150866,13.63578848,13.58465406,13.388189,13.43377565,13.92540255,13.88902294,13.85239843
ENSMUSG00000031425,13.0185255,13.06734249,13.03033553,12.51456573,12.04198708,12.3341057,13.38545662,13.24550614,13.18884193
ENSMUSG00000064370,12.76469446,13.00349065,12.8237395,12.49765015,12.55300805,12.69345897,13.09105214,13.02223535,13.03185621
ENSMUSG00000064341,12.35429731,12.67907071,12.42361104,12.15462055,12.12246934,12.31007167,12.76904429,12.69782843,12.67363003
ENSMUSG00000021268,12.28433874,12.40398536,12.27053486,12.48781834,12.23047617,12.40198431,12.31805257,12.29057924,12.30230361
ENSMUSG00000064367,11.97364691,12.27977019,12.15322365,11.80124999,11.86495801,12.22206177,12.41638995,12.31553655,12.39582145
ENSMUSG00000064345,11.82638453,11.94347157,11.82382986,11.25284907,11.35957059,11.55494994,12.34683334,12.33173704,12.40299804
ENSMUSG00000025203,11.67434399,11.6764914,11.68222106,11.30273435,11.38936663,11.431325,12.02473974,11.96089714,11.98294676
ENSMUSG00000032517,11.69949101,11.73117615,11.78224552,11.49550683,11.35717156,11.32009206,11.93571372,11.91332447,12.02818279
ENSMUSG00000064363,11.52590771,11.71501713,11.56330531,11.17889052,11.20514545,11.30256284,11.90496851,11.84974673,11.87312463
ENSMUSG00000020932,11.77683056,11.99544059,11.79934879,11.6324926,11.73718156,11.85371525,10.77427477,10.85791282,10.68223055
ENSMUSG00000024661,11.59680128,11.85995663,11.78536524,11.82830166,11.73586502,11.68151506,11.89538258,11.89193177,11.86479995
ENSMUSG00000064339,11.3721292,11.20541293,11.16324428,11.20352386,11.2705677,11.08623382,11.88646066,11.69674954,11.94785822
ENSMUSG00000044349,11.37329592,11.66617812,11.41310559,11.75144666,11.58281864,11.67268769,11.28241293,11.22164765,11.2133851
ENSMUSG00000029309,11.62239606,11.70375032,11.71256121,11.58938256,11.56580388,11.68679692,11.66720362,11.70668516,11.7244235
ENSMUSG00000022548,10.16152664,10.09745548,10.42615323,11.18209855,11.61874786,11.22649187,9.551878402,9.549466236,9.684429595
ENSMUSG00000002985,11.12004616,11.33133036,11.26144041,11.28771777,11.47291182,11.25937923,9.960591536,9.98608619,9.967489829
ENSMUSG00000007097,11.04075417,11.00966886,11.0486385,10.85466108,11.07876755,11.14892822,11.25081561,11.32178117,11.31748309
ENSMUSG00000040907,11.0032181,11.0705387,11.0567057,11.04835892,10.99489427,11.1468435,11.17624085,11.23304834,11.3344271
ENSMUSG00000027273,10.88201695,10.97488349,10.94665662,10.86357679,10.8433715,10.96001682,11.20347752,11.1716455,11.26815097
ENSMUSG00000005089,11.08365698,11.14421935,11.09023,10.87274548,10.90742486,11.12528178,11.11859195,11.16656765,11.14727838
ENSMUSG00000018593,10.45435872,10.66282029,10.68813714,10.99224965,10.97621381,10.9345731,10.17930404,10.26837649,10.42707274
ENSMUSG00000022055,10.4312082,10.41723627,10.43071909,10.02746825,9.937523658,10.06768533,11.13161126,11.0787638,11.07983961
ENSMUSG00000022054,10.34724596,10.34373595,10.37472859,9.988239987,10.05050207,10.17562852,11.13575873,11.07669165,11.13182914
ENSMUSG00000064337,10.64400232,10.33682551,10.44048345,10.43412767,10.55614063,10.1329385,11.14418684,10.95906345,11.16548819
ENSMUSG00000001175,10.81714504,10.86955033,10.84342347,10.68821419,10.66777466,10.77159947,11.12665341,11.11623416,11.12303453
ENSMUSG00000098178,9.908107605,9.977468821,8.550719573,8.489576408,8.333981452,8.496131908,8.200077038,8.638144752,7.681281268
ENSMUSG00000052727,10.34872245,10.27898963,10.44005555,10.27316351,10.24304416,10.56503098,10.90845711,10.93736163,10.95765365
ENSMUSG00000026473,10.48703396,10.53205488,10.52291199,10.64245468,10.92767022,10.86064422,10.56049802,10.53296334,10.5191682
ENSMUSG00000004207,10.61129313,10.73881579,10.64500435,10.81444965,10.85669976,10.80428764,10.42670296,10.46826092,10.50490752
ENSMUSG00000074657,10.65274752,10.55356143,10.62866209,10.0262528,10.15006604,10.35447579,10.87274303,10.95623442,10.97575104
ENSMUSG00000026576,10.6210271,10.71295349,10.68421932,10.60831477,10.55297116,10.67202358,10.84141904,10.79600763,10.81631637
ENSMUSG00000022892,10.57344957,10.61781371,10.56279872,10.44622811,10.36337098,10.48960463,10.78114788,10.76586255,10.77661933
ENSMUSG00000027523,10.67370735,10.76311426,10.66078795,10.42904482,10.43893876,10.40676564,10.75983462,10.74500461,10.75917734
ENSMUSG00000027254,10.30250819,10.11015519,10.29409215,10.06387217,10.05864865,10.31856219,10.61775716,10.72478003,10.81188097
ENSMUSG00000037742,10.51137419,10.65460002,10.60000483,10.67701592,10.63549308,10.62593432,10.29549412,10.28459792,10.30627367
ENSMUSG00000037852,10.22688839,10.45653851,10.29845739,10.59021062,10.56720871,10.55042691,10.03322124,9.99577074,10.0744082
ENSMUSG00000092274,9.45854489,9.030248775,9.088943623,9.443990414,10.19052296,9.294275569,8.967499872,8.841634442,8.954804978
ENSMUSG00000015090,9.308739469,9.441439455,9.651035421,10.03749306,10.68398536,10.52175063,9.370651018,9.397225858,9.398579537
ENSMUSG00000063077,10.34297966,10.35875228,10.37657795,10.27850438,10.24501101,10.46113866,10.59133297,10.58970784,10.5916924
ENSMUSG00000001270,10.34510417,10.52954403,10.29918851,10.31564354,10.49769743,10.37025092,10.40235333,10.43634098,10.40656361
ENSMUSG00000017390,10.31250403,10.45686193,10.36613234,10.39202193,10.51995515,10.40849171,10.26214258,10.32336665,10.438431
ENSMUSG00000034994,10.20721998,10.28538198,10.2363039,10.26831252,10.34139692,10.33322518,10.24912453,10.27482546,10.31744028
ENSMUSG00000036564,10.1761063,10.18066071,10.15999565,10.12075813,10.07550326,10.16884344,10.39670181,10.41558146,10.44431385
ENSMUSG00000056569,8.662391217,7.124237108,8.894448311,8.438405165,8.471176,8.504289207,9.458443543,9.415658434,9.237796856
ENSMUSG00000014602,10.24446463,10.22756688,10.23599527,10.17854168,10.16086897,10.32428028,10.32821929,10.395899,10.47845207
ENSMUSG00000015656,10.0672703,10.08306417,10.0334779,9.953205917,9.977752637,9.976968116,10.39072533,10.37048767,10.55493223
ENSMUSG00000024758,10.07972863,10.14964514,10.14159429,9.98374118,9.880837553,10.04039339,10.35717954,10.29457143,10.34171099
ENSMUSG00000041329,10.14180699,10.18177278,10.13113212,9.938276918,10.16883345,10.2148438,10.25489937,10.32223541,10.26931396
ENSMUSG00000032294,10.13861286,10.21873736,10.12569878,10.17673663,10.18872586,10.18627281,10.28909182,10.30717411,10.34571298
ENSMUSG00000023944,10.08213171,10.10246913,10.06913507,10.06078687,10.01639971,10.08475561,10.26147567,10.28193819,10.49351924
ENSMUSG00000031342,10.01097013,10.14702802,10.08394708,10.02321372,9.927201427,10.07902594,10.23311685,10.19520579,10.19075037
ENSMUSG00000022037,9.710526567,9.932899418,9.732427197,10.02622485,10.17791014,10.08860295,9.187552194,9.267952719,9.202755117
ENSMUSG00000030337,9.825375354,9.870662911,9.858131085,9.752933938,9.769728456,9.839515257,10.20250068,10.19827993,10.24175578
ENSMUSG00000051391,9.872574191,9.863231354,9.850412416,9.677624915,9.686858184,9.747569375,10.18417307,10.18734319,10.23866067
ENSMUSG00000062591,9.939460154,10.05919331,9.727804645,9.432336211,9.106796741,9.369849764,10.19471708,10.11623512,10.02337385
ENSMUSG00000006651,10.00839161,10.08167412,9.918695279,9.783519475,9.634322925,9.676933444,10.18651606,10.16689461,10.13607023
ENSMUSG00000020719,9.853687208,9.980501207,9.958780195,10.05855381,10.03461602,10.04787882,9.868787629,9.77961715,9.801682905
ENSMUSG00000006782,10.05323005,10.13688152,10.05136323,9.645833272,9.417506075,9.508520428,10.12687381,10.01279688,9.986204239
ENSMUSG00000020396,9.157858297,9.10372356,9.185893957,8.636831071,8.599406104,8.709429041,10.13716337,10.06915216,10.11482057
ENSMUSG00000020315,9.862210552,9.824273307,9.857237862,9.626132816,9.64321252,9.771542258,10.10323878,10.12545094,10.10189849
ENSMUSG00000015222,9.732563026,9.696146057,9.785139684,9.522827574,9.497260354,9.729083987,10.05878264,10.09868524,10.11000868
ENSMUSG00000025393,9.928994735,10.02918922,9.946247317,9.8773712,9.915189383,9.909868128,10.08835747,10.08681171,10.11651077
ENSMUSG00000040785,9.69841032,9.733790797,9.788327287,9.696352158,9.664825897,9.950995239,9.81093724,9.866230093,9.874380854
ENSMUSG00000021939,9.853675317,9.974094668,9.915811521,9.981831756,10.05310443,10.02087392,9.25150557,9.244754645,9.265823505
ENSMUSG00000030701,9.881622913,9.989829059,9.824316998,9.680608865,9.615907935,9.601813096,10.02607072,10.01151448,9.988756447
ENSMUSG00000024411,10.00555608,10.09852716,9.891655982,9.540527886,9.72556931,9.915823966,9.768897175,9.712376431,9.584953353
ENSMUSG00000019370,9.73983145,9.787350571,9.778957609,9.690955656,9.661114495,9.698351435,9.955990263,9.978100521,10.007416
ENSMUSG00000057738,9.677592832,9.707650085,9.765852724,9.707013424,9.731555522,9.877780885,9.903188002,9.926423868,9.998050068
ENSMUSG00000027375,9.72202068,9.781353959,9.835527745,9.66498752,9.336019573,9.461574014,9.905844912,9.78034524,9.801434792
ENSMUSG00000044708,9.656899201,9.606598009,9.634940766,9.162548865,9.338969658,9.44380366,9.925919174,9.943021097,10.01706583
ENSMUSG00000062078,9.789692593,9.789100167,9.678926233,9.625420851,9.481536757,9.587985188,9.937909127,9.828713871,9.775449486
ENSMUSG00000021270,9.539253018,9.570593215,9.577323257,9.392259776,9.392079975,9.566412353,9.91946711,9.921123166,10.04583637
ENSMUSG00000039218,9.562794644,9.698018622,9.493305098,9.683064551,9.596852758,9.819164613,9.500175524,9.510030328,9.444073005
ENSMUSG00000019877,9.693858963,9.797382365,9.773986985,9.756237725,9.706023194,9.82689968,9.866456659,9.8187584,9.838004987
ENSMUSG00000004558,9.732784772,9.863751931,9.860707858,9.864099747,9.865312422,9.815024638,9.571591204,9.694068503,9.864692042
ENSMUSG00000033615,9.549663964,9.615588792,9.551295215,9.554592033,9.561351605,9.587366672,9.884776036,9.921887277,9.961806975
ENSMUSG00000068923,9.71695306,9.783936243,9.736000918,9.400666357,9.326456871,9.506610188,9.894248485,9.890310669,9.872592855
ENSMUSG00000022108,9.596449485,9.798015135,9.692988354,9.744521996,9.758781787,9.769248949,9.509680298,9.467478263,9.449992805
ENSMUSG00000026797,9.569229759,9.593051435,9.607575499,9.670533836,9.630588124,9.787941791,9.825369409,9.849234308,9.925607248
ENSMUSG00000026764,9.594162391,9.63645295,9.630459733,9.338459518,9.356983213,9.591900551,9.857209428,9.884358465,9.859482573
ENSMUSG00000026131,9.469369948,9.395713366,9.545871009,9.193590863,9.18062731,9.342852455,9.810504179,9.865625558,9.80991691
ENSMUSG00000018707,9.524650368,9.509227328,9.522313937,9.41147363,9.350368426,9.503743363,9.766701448,9.818602955,9.847704985
ENSMUSG00000055430,9.236489105,9.504255077,9.343761809,9.622328534,9.538909458,9.62947394,9.269113951,9.215599947,9.214796512
ENSMUSG00000058297,9.546488861,9.567325165,9.59253017,9.467778371,9.385660502,9.565082996,9.787059708,9.834752886,9.903745507
ENSMUSG00000032479,9.739908207,9.825764168,9.674046317,9.497064851,9.4723146,9.594556779,9.831233669,9.857304135,9.826054425
ENSMUSG00000025428,9.590357904,9.723116711,9.632142128,9.675360982,9.724294775,9.733002688,9.686680574,9.660760776,9.682892409
ENSMUSG00000032826,9.524029227,9.463112561,9.528826742,9.322049816,9.334788173,9.46690104,9.766323883,9.807657288,9.828951431
ENSMUSG00000030428,9.195538511,9.320089486,9.221168967,9.534714173,9.622364924,9.604558518,9.105807237,9.060205405,9.10640294
ENSMUSG00000019923,9.549227512,9.678359721,9.588771093,9.706368351,9.644103311,9.72686998,9.691154175,9.643478977,9.705820223
ENSMUSG00000034187,9.518470645,9.517825983,9.544248843,9.510246745,9.512552288,9.665767578,9.759601748,9.81207573,9.867648614
ENSMUSG00000030695,9.713139123,9.795165622,9.712517069,9.710372531,9.711840481,9.632756314,9.792632843,9.811142684,9.887534097
ENSMUSG00000020458,9.444601772,9.436150061,9.36071785,9.21294465,9.197225714,9.23992989,9.799200117,9.703650642,9.711505509
ENSMUSG00000005610,9.540722839,9.494880483,9.547561815,9.40577993,9.341164384,9.432613337,9.741660239,9.709429669,9.731720823
ENSMUSG00000079037,9.643220761,9.803891233,9.617253179,9.605075051,9.659677956,9.676594185,9.238006332,9.200818871,9.197265114
ENSMUSG00000043384,9.457110343,9.539732085,9.50666918,9.500545954,9.448808125,9.653223108,9.559077818,9.575208518,9.633733197
ENSMUSG00000093930,8.695797565,8.732422119,8.812776494,8.305112485,8.301758604,8.307532111,9.679291158,9.486552512,9.442350729
ENSMUSG00000057666,9.66044782,9.739974581,9.688142731,9.730429746,9.719645473,9.67421035,9.725924753,9.727286464,9.769276088
ENSMUSG00000036634,9.589070409,9.688908597,9.45931281,9.141348868,8.953465089,9.012177439,9.748288067,9.761529648,9.653080104
ENSMUSG00000002265,9.460957804,9.679491441,9.608693165,9.623139582,9.452083988,9.698622295,9.507488271,9.531475678,9.527577355
ENSMUSG00000029580,9.506052596,9.793677533,9.520537429,9.502644973,9.363881564,9.263190275,9.334522035,9.317614777,9.265435341
ENSMUSG00000029467,9.3644691,9.357669324,9.446029403,9.330018036,9.314380255,9.532603954,9.643687346,9.681188955,9.769795133
ENSMUSG00000031996,9.419717179,9.458011005,9.467321624,9.462891169,9.492574929,9.587016273,9.533681085,9.523891629,9.556237665
ENSMUSG00000047126,9.350332729,9.341021422,9.449985901,9.309985704,9.246571401,9.484135488,9.636528821,9.656845571,9.683222067
ENSMUSG00000020483,9.449812977,9.477190074,9.408610218,9.322254332,9.423126706,9.411025254,9.6864112,9.638690072,9.673277148
ENSMUSG00000004267,9.470421466,9.545917605,9.455628038,9.412233513,9.429004139,9.439471623,9.638450125,9.624663302,9.69426614
ENSMUSG00000039485,9.360882731,9.341356405,9.383606404,9.204264074,9.157209234,9.332707023,9.611936435,9.655974836,9.692413533
ENSMUSG00000040035,9.360010033,9.33699705,9.396868827,9.3887127,9.314526939,9.517805419,9.567509284,9.625683204,9.713650484
ENSMUSG00000026825,9.35025803,9.412908323,9.423304551,9.39458029,9.376965574,9.529499702,9.583670764,9.633625075,9.686361155
ENSMUSG00000036438,9.416271207,9.574168902,9.419785137,9.457353751,9.386654019,9.38266778,9.649564796,9.614371016,9.620691913
ENSMUSG00000037071,9.26016402,9.244239736,9.278267457,9.030325165,9.290589332,9.231530051,9.641838714,9.569095521,9.511048942
ENSMUSG00000018217,8.466026647,7.857332562,8.569180924,8.252637278,8.245955716,8.247573459,8.963182148,8.893391746,8.775969605
ENSMUSG00000039953,9.359771292,9.419636835,9.383911216,9.426253096,9.413759357,9.485402658,9.424450727,9.473166932,9.533594575
ENSMUSG00000020612,9.430361196,9.509223096,9.44911793,9.356007579,9.347447607,9.463640278,9.60408973,9.601297372,9.62971175
ENSMUSG00000040249,9.125588173,9.14431602,9.155412623,9.273467962,9.291664962,9.467461399,8.976246274,9.161989649,9.293099716
ENSMUSG00000020745,9.28972969,9.360163303,9.36782265,9.23893966,9.206592605,9.423438515,9.557331629,9.544321798,9.547586199
ENSMUSG00000047976,9.036174908,9.19837542,9.185124792,9.238205814,9.045001123,9.41149119,9.413875058,9.42098419,9.380899718
ENSMUSG00000006740,9.307174629,9.277241279,9.34799386,8.891147494,8.925751713,9.164177837,9.579189401,9.586440906,9.564216426
ENSMUSG00000033208,9.15908845,9.153590825,9.044686314,8.549323787,8.477969924,8.547595731,9.570194016,9.516445518,9.541784468
ENSMUSG00000031144,9.343028898,9.470696438,9.290065594,9.447098021,9.414129746,9.435718825,9.445981254,9.441303705,9.505213895
ENSMUSG00000029608,9.16755478,9.231037513,9.208089491,9.175509552,9.187958595,9.232369075,9.473895171,9.567400425,9.62223555
ENSMUSG00000026944,9.293105155,9.328709606,9.231897046,9.386178684,9.370434274,9.402559514,9.468814657,9.5001317,9.514048534
ENSMUSG00000030310,8.848307947,9.000224846,8.902831818,9.194461314,9.140533404,9.272462003,8.77565338,8.7402726,8.807216634
ENSMUSG00000072235,9.304747219,9.453612724,9.19395022,8.984848787,8.783694926,8.85522434,9.507192295,9.479506966,9.415113952
ENSMUSG00000013523,9.189146505,9.367282106,9.178096326,8.91755843,8.821609377,8.904366016,9.48335188,9.450909684,9.407986889
ENSMUSG00000026452,9.025211203,8.964714462,9.113784141,8.853652912,8.848027002,9.106945119,9.389770447,9.470149551,9.53485425
ENSMUSG00000048142,9.156859387,9.1619564,9.108168541,9.036947218,9.049821815,9.136584312,9.425208782,9.458105742,9.483226202
ENSMUSG00000022425,8.925780698,8.973869814,8.913980807,8.15926149,7.992871743,8.139393473,9.457814274,9.383616458,9.338369851
ENSMUSG00000028833,9.346119621,9.378000255,9.300125542,9.334949467,9.336959666,9.382643333,9.405541455,9.466559685,9.538752877
ENSMUSG00000064373,9.320088143,9.404350771,9.503219199,9.468131843,9.327679675,9.369125126,9.395301447,9.455178231,9.544970334
ENSMUSG00000020340,9.091978015,9.072932054,9.168734838,9.177785522,9.129270674,9.349731568,9.245918155,9.32925969,9.367946474
ENSMUSG00000023011,9.158454725,9.193462896,9.139631364,9.055362254,9.030478112,9.123513599,9.406322876,9.454260956,9.509394771
ENSMUSG00000007891,9.50172515,9.589198372,9.601434976,9.335960714,9.437831781,9.381436961,8.41709698,8.449598701,8.481659072
ENSMUSG00000086503,3.334947376,9.480955762,3.707203455,3.90576401,3.623447811,9.238348486,-1.099022141,9.352623118,4.074555849
ENSMUSG00000027447,9.424356219,9.591280364,9.512585992,9.352061699,9.338631558,9.325254632,9.111118473,9.100081812,9.054718486
ENSMUSG00000022884,9.150859126,9.269809907,9.192513233,9.245950442,9.240836052,9.317416115,9.309310262,9.271486601,9.318267513
ENSMUSG00000097451,9.213702685,9.280819475,9.130119637,9.230398218,9.116329835,9.226262646,9.41281404,9.387992022,9.409546478
ENSMUSG00000020321,9.195179744,9.316537765,9.206995531,9.169169363,9.214179273,9.213532204,9.392378365,9.353777466,9.380483871
ENSMUSG00000037996,8.960890111,8.938970098,9.101035775,8.794625073,8.74776588,9.057574537,9.330270748,9.40269914,9.326388254
ENSMUSG00000024044,8.933371237,8.929162954,8.952688531,8.75677316,8.722806558,8.869003621,9.36481963,9.364277711,9.389092281
ENSMUSG00000013698,9.309904965,9.330790259,9.323305896,9.157362209,9.082034276,9.093636294,9.408995837,9.405936369,9.45628134
ENSMUSG00000016349,9.077949805,9.066801418,9.079876959,8.902475556,8.929336208,9.007286575,9.364084017,9.42850763,9.511683857
ENSMUSG00000027624,9.031828433,8.917329455,9.018586245,8.841111764,8.850127413,9.039516447,9.30118691,9.390679422,9.426395282
ENSMUSG00000045962,9.17853405,9.072500137,9.100974436,8.611370156,8.623430926,8.715848534,9.366486607,9.338900385,9.228219185
ENSMUSG00000037625,9.349079382,9.513044544,9.325527698,9.151902287,8.960069914,8.988083203,9.147121541,9.016443335,8.969403547
ENSMUSG00000054459,9.203735564,9.325849347,9.213938687,9.133202574,9.095121643,9.145374219,9.378429307,9.346248414,9.407233137
ENSMUSG00000032186,8.789085106,8.820539065,8.97051585,9.08911554,9.129807167,9.281881554,8.716809674,8.706093704,8.733830992
ENSMUSG00000031633,9.212735886,9.34810608,9.187944028,9.203725203,9.241425725,9.22394982,9.358398499,9.297271108,9.324870932
ENSMUSG00000028756,8.726859407,8.979169091,8.767526624,9.135176178,9.105258741,9.087260839,8.67122596,8.652210085,8.677499863
ENSMUSG00000001472,9.213813639,9.340185995,9.222007349,9.262587876,9.218997975,9.288938643,9.259751442,9.274516453,9.276535878
ENSMUSG00000085438,8.859847998,8.826001357,8.95290424,8.757756511,8.726320822,9.00463262,9.307339358,9.323841589,9.323981108
ENSMUSG00000031447,9.346046962,9.463446594,9.414757148,9.281884008,9.261803983,9.272746522,9.33147657,9.276958832,9.261609006
ENSMUSG00000055254,8.825051488,8.91390115,8.90536019,8.965439374,9.006773265,9.165915013,8.760124254,8.853337462,8.91356556
ENSMUSG00000027893,9.094608511,9.18758754,9.188420613,9.005675207,8.96966295,9.149567799,9.306439564,9.317419082,9.358293557
ENSMUSG00000049775,9.276193033,9.446376865,9.233341356,9.166032361,9.178695077,9.13136323,8.964306241,8.896068015,8.887809099
ENSMUSG00000024127,8.915780815,8.903009932,9.038040078,8.984631042,8.920043658,9.23652233,9.116802874,9.132978128,9.197894912
ENSMUSG00000057880,9.144855209,9.166457012,9.201260967,8.983146228,8.887452148,9.087398436,9.259066002,9.312650332,9.381990127
ENSMUSG00000058793,8.813662873,8.885759212,8.883686429,8.973033673,8.908137428,9.117272109,8.85749672,8.917267495,8.963657341
ENSMUSG00000032549,8.950726918,8.948319069,8.949512641,8.840496645,8.852882529,8.985127503,9.262642802,9.298853017,9.351071125
ENSMUSG00000041028,9.032043285,9.051575194,9.039616499,8.837831534,8.871255116,8.983355138,9.286388908,9.268691663,9.29153392
ENSMUSG00000021288,8.982222927,9.068157566,8.961584498,8.970943984,8.945584473,8.986667643,9.266124081,9.231654869,9.243412659
ENSMUSG00000038375,8.965296975,8.945090422,8.984538113,8.509427906,8.463690224,8.465782679,9.270563872,9.206897465,9.209135306
ENSMUSG00000020859,9.046396461,9.023099861,9.053196056,8.941950469,8.91496129,9.110835285,9.256701701,9.272456648,9.239598314
ENSMUSG00000006273,9.032077879,9.094094785,9.075400872,9.062949753,9.074128049,9.169126695,9.190295641,9.168582198,9.208098033
ENSMUSG00000024083,8.919630866,8.945254022,9.013577774,8.90308583,8.876615349,9.070148514,9.232623919,9.241904577,9.292218593
ENSMUSG00000026442,9.255880608,9.313593385,9.217428218,9.052027077,8.81815047,9.033956841,9.244363237,9.309915618,9.27556373
ENSMUSG00000030275,8.96114955,8.930450726,8.968666633,8.873437885,8.755899707,8.913876394,9.220206649,9.228361288,9.230751846
ENSMUSG00000026991,9.031723137,9.010676014,8.882647186,8.430501985,8.434616162,8.487390976,9.234280369,9.192784322,9.163991855
ENSMUSG00000026728,8.510903914,8.689791695,8.531446737,9.017483309,9.141271971,9.071023918,6.546824758,6.61038494,6.539357128
ENSMUSG00000017466,8.773384199,8.893236262,8.825744684,9.000436106,9.006747919,9.043771203,8.708771781,8.731275089,8.757004481
ENSMUSG00000060961,8.832539691,9.023119299,8.916827758,8.904479433,8.817888836,9.069209747,8.643202783,8.757539464,8.733673783
ENSMUSG00000027858,8.967705995,9.23848258,9.11473737,9.148610439,8.718776216,9.083475666,8.845570667,8.672671977,8.567862384
ENSMUSG00000032356,8.633184596,8.691068529,9.026036592,8.888028586,8.803103947,9.040075506,8.668824318,8.740026237,8.827899344
ENSMUSG00000019970,6.161792517,7.19067218,6.749061673,8.445052485,8.48637992,8.448133422,6.000472698,5.900613402,6.245207812
ENSMUSG00000004980,9.166718518,8.941702494,9.069991896,8.973969916,9.050675871,8.862521671,9.147189051,9.100555995,9.1696418
ENSMUSG00000073418,8.575067779,8.678162045,8.611304552,8.912239571,9.036566381,8.903308233,6.389331396,6.617798792,6.67620848
ENSMUSG00000032328,8.938327821,8.997406004,8.992633364,8.944143391,8.829939442,9.053019994,9.167914765,9.088735563,9.118829444
ENSMUSG00000017740,8.858851521,8.866636355,8.897734849,8.835610204,8.771127844,8.935459146,9.081890161,9.15895109,9.197497337
ENSMUSG00000037706,9.118787394,9.298993435,9.145843534,9.034368383,8.942744315,8.983734438,8.912344165,8.896660845,8.896707106
ENSMUSG00000032854,8.287579801,8.133854057,8.15834221,6.857540104,6.823113776,6.817099594,9.108260015,9.071113115,8.998970879
ENSMUSG00000062785,8.598264268,8.504589664,8.696347733,8.410066214,8.365863008,8.627412021,9.047057591,9.131248604,9.159350824
ENSMUSG00000032216,9.020173214,8.992643602,9.054193314,9.006679931,9.001062818,9.098417414,9.121742552,9.140242586,9.166439068
ENSMUSG00000030806,8.82192492,8.799018905,8.895976775,8.752204821,8.707978296,8.902029513,9.086854233,9.169537213,9.251320837
ENSMUSG00000031765,8.06216608,8.417918219,8.337586993,8.849612715,8.950586235,8.85894038,7.126736464,7.225854489,7.146335604
ENSMUSG00000025375,9.019867589,9.09029875,8.981570734,8.788942741,8.664965133,8.700190955,9.059822665,9.12822529,9.091980148
ENSMUSG00000028649,8.921793459,9.015134658,9.010184843,8.749431587,8.776333463,8.899660077,9.092406679,9.124175522,9.048452306
ENSMUSG00000025151,8.937513118,9.04727625,8.950547917,8.995735729,9.001010527,9.043117319,8.973055074,8.985845836,9.029898145
ENSMUSG00000097767,8.842373502,8.970088057,8.829975109,8.95541944,8.806997813,8.977286777,8.87548441,8.870306097,8.884542239
ENSMUSG00000021143,8.780184837,8.802029814,8.699820772,8.389729131,8.253555533,8.344823337,9.131820541,9.119460629,9.089877487
ENSMUSG00000020849,9.062196182,9.146492878,9.069354994,8.890179954,8.906362091,8.903294259,9.130645187,9.068767046,9.101043253
ENSMUSG00000056201,9.063262034,9.21539079,9.066436581,9.02091033,8.978659736,8.929614624,9.106675576,9.062082953,9.077728152
ENSMUSG00000000787,8.482620665,8.938478436,8.671409063,8.636700068,8.541908181,9.041550281,8.371241185,8.79799244,8.544669483
ENSMUSG00000069601,8.861364649,8.793485886,8.879552324,8.533446619,8.510810761,8.744751189,9.061741755,9.118066149,9.117282744
ENSMUSG00000024462,8.957380523,9.076619937,8.904642617,8.911783927,8.880037561,8.964147112,9.010541517,8.976982255,8.945946039
ENSMUSG00000031517,8.812357923,8.924069949,8.790872683,8.892316502,8.842870916,8.989545184,8.752771684,8.710524706,8.780347152
ENSMUSG00000055065,8.991243598,9.069101363,8.947445887,8.984349138,8.885751272,8.979398347,8.942896807,8.914904138,8.889641552
ENSMUSG00000005034,8.813197477,8.83505359,8.866992902,8.875948647,8.814720697,8.990019878,8.990302854,8.988080754,9.035874164
ENSMUSG00000046480,8.581023894,8.54169732,8.651046333,8.58364564,8.616689051,8.788010402,8.9787313,8.999604003,9.059080457
ENSMUSG00000028161,8.884985973,9.011435482,8.873738221,8.886137408,8.824169555,8.955420606,9.0532552,9.026333375,9.030602349
ENSMUSG00000032399,8.678123704,8.861901257,8.71061494,8.909770632,8.926795575,8.872024472,8.613878283,8.558660556,8.568190429
ENSMUSG00000015291,8.807771874,8.853631777,8.842088491,8.920602752,8.862159639,8.912858324,8.893607326,8.873625561,8.937691848
ENSMUSG00000031980,7.870198106,8.292458973,8.021427527,8.582937591,8.862774998,8.692698037,7.322037208,7.473482165,7.399962222
ENSMUSG00000037266,8.590853699,8.865228353,8.596760785,8.756581954,8.906247879,8.897982413,8.750170358,8.720622418,8.422580156
ENSMUSG00000021087,8.835022171,9.001780873,8.885274423,8.881493153,8.811344482,8.89731573,9.011135839,9.016447044,9.019480367
ENSMUSG00000026667,8.688083033,8.555632187,8.705514253,8.448719174,8.396083649,8.569759352,8.97115253,8.981844071,8.957345497
ENSMUSG00000036427,8.690630789,8.73563708,8.664289137,8.941375595,8.884292062,8.835622872,8.674096574,8.662324589,8.769851893
ENSMUSG00000035770,8.799353762,8.839794722,8.786305287,8.61792988,8.565148134,8.696507381,8.994802041,8.900847824,8.901861205
ENSMUSG00000022477,8.810676374,8.836834156,8.834863347,8.605831252,8.581622266,8.656419977,8.970658245,9.007777076,9.084579907
ENSMUSG00000025855,8.743096658,8.805286595,8.732242725,8.822521888,8.802161372,8.8832075,8.927875059,8.971000509,9.031644812
